Episode,Cumulative Reward
720.0,76447.0
721.0,76554.0
722.0,76661.0
723.0,76768.0
724.0,76875.0
725.0,76982.0
726.0,76989.0
727.0,77096.0
728.0,77203.0
729.0,77310.0
730.0,77417.0
731.0,77524.0
732.0,77631.0
733.0,77738.0
734.0,77845.0
735.0,77952.0
736.0,78059.0
737.0,78166.0
738.0,78273.0
739.0,78380.0
740.0,78487.0
741.0,78594.0
742.0,78701.0
743.0,78808.0
744.0,78915.0
745.0,79022.0
746.0,79129.0
747.0,79236.0
748.0,79343.0
749.0,79450.0
750.0,79557.0
751.0,79664.0
752.0,79771.0
753.0,79878.0
754.0,79985.0
755.0,80092.0
756.0,80199.0
757.0,80306.0
758.0,80413.0
759.0,80520.0
760.0,80627.0
761.0,80734.0
762.0,80841.0
763.0,80948.0
764.0,81055.0
765.0,81162.0
766.0,81269.0
767.0,81376.0
768.0,81483.0
769.0,81590.0
770.0,81697.0
771.0,81804.0
772.0,81911.0
773.0,82018.0
774.0,82125.0
775.0,82232.0
776.0,82339.0
777.0,82446.0
778.0,82553.0
779.0,82660.0
780.0,82767.0
781.0,82874.0
782.0,82981.0
783.0,83088.0
784.0,83195.0
785.0,83302.0
786.0,83409.0
787.0,83516.0
788.0,83623.0
789.0,83730.0
790.0,83837.0
791.0,83944.0
792.0,84051.0
793.0,84158.0
794.0,84265.0
795.0,84372.0
796.0,84479.0
797.0,84586.0
798.0,84693.0
799.0,84800.0
800.0,84907.0
801.0,85014.0
802.0,85121.0
803.0,85228.0
804.0,85335.0
805.0,85442.0
806.0,85549.0
807.0,85656.0
808.0,85763.0
809.0,85870.0
810.0,85977.0
811.0,86084.0
812.0,86191.0
813.0,86298.0
814.0,86405.0
815.0,86512.0
816.0,86619.0
817.0,86726.0
818.0,86833.0
819.0,86940.0
820.0,87047.0
821.0,87154.0
822.0,87261.0
823.0,87368.0
824.0,87475.0
825.0,87582.0
826.0,87689.0
827.0,87796.0
828.0,87903.0
829.0,88010.0
830.0,88117.0
831.0,88224.0
832.0,88331.0
833.0,88438.0
834.0,88545.0
835.0,88652.0
836.0,88759.0
837.0,88866.0
838.0,88973.0
839.0,89080.0
840.0,89187.0
841.0,89294.0
842.0,89401.0
843.0,89508.0
844.0,89615.0
845.0,89722.0
846.0,89829.0
847.0,89936.0
848.0,90043.0
849.0,90150.0
850.0,90257.0
851.0,90364.0
852.0,90471.0
853.0,90578.0
854.0,90685.0
855.0,90792.0
856.0,90899.0
857.0,91006.0
858.0,91113.0
859.0,91220.0
860.0,91327.0
861.0,91434.0
862.0,91541.0
863.0,91648.0
864.0,91755.0
865.0,91862.0
866.0,91969.0
867.0,92076.0
868.0,92183.0
869.0,92290.0
870.0,92397.0
871.0,92504.0
872.0,92611.0
873.0,92718.0
874.0,92825.0
875.0,92932.0
876.0,93039.0
877.0,93146.0
878.0,93253.0
879.0,93360.0
880.0,93467.0
881.0,93574.0
882.0,93681.0
883.0,93788.0
884.0,93895.0
885.0,94002.0
886.0,94109.0
887.0,94216.0
888.0,94323.0
889.0,94430.0
890.0,94537.0
891.0,94644.0
892.0,94751.0
893.0,94858.0
894.0,94965.0
895.0,95072.0
896.0,95179.0
897.0,95286.0
898.0,95393.0
899.0,95500.0
900.0,95607.0
901.0,95714.0
902.0,95821.0
903.0,95928.0
904.0,96035.0
905.0,96142.0
906.0,96249.0
907.0,96356.0
908.0,96463.0
909.0,96570.0
910.0,96677.0
911.0,96784.0
912.0,96891.0
913.0,96998.0
914.0,97105.0
915.0,97212.0
916.0,97319.0
917.0,97426.0
918.0,97533.0
919.0,97640.0
920.0,97747.0
921.0,97854.0
922.0,97961.0
923.0,98068.0
924.0,98175.0
925.0,98282.0
926.0,98389.0
927.0,98496.0
928.0,98603.0
929.0,98710.0
930.0,98817.0
931.0,98924.0
932.0,99031.0
933.0,99138.0
934.0,99245.0
935.0,99352.0
936.0,99459.0
937.0,99566.0
938.0,99673.0
939.0,99780.0
940.0,99887.0
941.0,99994.0
942.0,100101.0
943.0,100208.0
944.0,100315.0
945.0,100422.0
946.0,100529.0
947.0,100636.0
948.0,100743.0
949.0,100850.0
950.0,100957.0
951.0,101064.0
952.0,101171.0
953.0,101278.0
954.0,101385.0
955.0,101492.0
956.0,101599.0
957.0,101706.0
958.0,101813.0
959.0,101920.0
960.0,102027.0
961.0,102134.0
962.0,102241.0
963.0,102348.0
964.0,102455.0
965.0,102562.0
966.0,102669.0
967.0,102776.0
968.0,102883.0
969.0,102990.0
970.0,103097.0
971.0,103204.0
972.0,103211.0
973.0,103318.0
974.0,103425.0
975.0,103532.0
976.0,103639.0
977.0,103746.0
978.0,103853.0
979.0,103960.0
980.0,104067.0
981.0,104174.0
982.0,104281.0
983.0,104388.0
984.0,104495.0
985.0,104602.0
986.0,104709.0
987.0,104816.0
988.0,104923.0
989.0,105030.0
990.0,105137.0
991.0,105244.0
992.0,105351.0
993.0,105458.0
994.0,105565.0
995.0,105672.0
996.0,105679.0
997.0,105786.0
998.0,105893.0
999.0,106000.0
